codigo_ocorrencia4;recomendacao_numero;recomendacao_dia_assinatura;recomendacao_dia_encaminhamento;recomendacao_dia_feedback;recomendacao_conteudo;recomendacao_status;recomendacao_destinatario_sigla;recomendacao_destinatario
49878;A-180/CENIPA/2013 - RSV - 001;2014-08-15;2014-09-17;2015-03-27;Atuar junto à AEROCON ESCOLA DE AVIAÇÃO CIVIL S/S LTDA., a fim de ampliar e aperfeiçoar o acompanhamento e a supervisão dos processos relativos à manutenção das aeronaves, com o objetivo que os serviços de manutenção sejam realizados de acordo com o previsto nos manuais técnicos específicos.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
49880;A-183/CENIPA/2013 - 01;2018-09-24;2018-09-24;NULL;Realizar gestões junto à Henrimar Táxi Aéreo Ltda. a fim de assegurar-se quanto ao adequado cumprimento do SB A292 72 0230, versão C, de 29FEV2012, visando à execução do programa de manutenção dos motores Arriel 1 e séries, com base na definição dos tipos de ambientes nos quais ocorrem as operações de suas aeronaves.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
49880;A-183/CENIPA/2013 - 02;2018-09-24;2018-09-24;NULL;Realizar gestões junto à Oficina Henrimar Táxi Aéreo Ltda., a fim de assegurar-se, para efeito da execução do programa de manutenção dos motores Arriel 1 e séries, do fiel cumprimento dos procedimentos estabelecidos pelo SB A292 72 0230, versão C, de 29FEV2012, no tocante ao monitoramento do desgaste das palhetas do compressor axial e da presença de laterite depositada no eixo oco do rolamento do gas generator.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
49880;A-183/CENIPA/2013 - 03;2018-09-24;2018-09-24;NULL;Realizar gestões junto à Oficina Henrimar Táxi Aéreo Ltda., a fim de certificar-se de que a utilização da ferramenta erosion tool PN-TM0131G004, ocorre em consonância com o disposto nas letras (a) e (a) - I do RBAC 145.109.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
49880;A-183/CENIPA/2013 - 04;2018-09-24;2018-09-24;NULL;Realizar gestões junto à Oficina Henrimar Táxi Aéreo Ltda., a fim de assegurar-se da adequada Supervisão Gerencial, no âmbito técnico, com o foco na execução do programa de manutenção dos motores Arriel 1 e séries, notadamente, no que se refere à observância do estabelecido no SB A292 72 0230, versão C, de 29FEV2012.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
49880;A-183/CENIPA/2013 - 05;2018-09-24;2018-09-24;NULL;Realizar gestões junto à Oficina Flyone Serviço Aéreo Especializado, Comércio e Serviços Ltda. a fim de assegurar-se, para efeito da execução do programa de manutenção dos motores Arriel 1 e séries, do fiel cumprimento dos procedimentos estabelecidos pelo SB A292 72 0230, versão C, de 29FEV2012, no tocante ao monitoramento do desgaste das palhetas do compressor axial e da presença de laterite depositada no eixo oco do rolamento do gas generator.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
49880;A-183/CENIPA/2013 - 06;2018-09-24;2018-09-24;NULL;Realizar gestões junto à Oficina Flyone Serviço Aéreo Especializado, Comércio e Serviços Ltda. a fim de certificar-se de que a utilização da ferramenta erosion tool PN -TM0131G004 ocorre em consonância com o disposto nas letras (a) e (a)-I do RBAC 145.109.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
49880;A-183/CENIPA/2013 - 07;2018-09-24;2018-09-24;NULL;REALIZAR GESTõES JUNTO à OFICINA FLYONE SERVIçO AéREO ESPECIALIZADO, COMéRCIO E SERVIçOS LTDA. A FIM DE ASSEGURAR-SE DA ADEQUADA SUPERVISãO GERENCIAL NO âMBITO TéCNICO, COM O FOCO NO CUMPRIMENTO DO PROGRAMA DE MANUTENçãO DOS MOTORES ARRIEL 1 E SéRIES, NOTADAMENTE, NO QUE SE REFERE à OBSERVâNCIA DO ESTABELECIDO NO SB A292 72 0230, VERSãO C, DE 29FEV2012.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
49882;A-185/CENIPA/2013 - RSV 001;2014-03-24;2015-04-14;2016-03-16;Realizar ação de fiscalização na YROS FLY ESCOLA DE AV CIVIL LTDA., tendo em vista as condições encontradas durante a investigação do acidente e expostas nesta SUMA.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
49892;A-186/CENIPA/2013 - RSV 001;2014-03-28;2015-04-14;2015-08-17;Realizar ações de fiscalização na VCM AVIAÇÃO AGRÍCOLA LTDA., em função de todas as violações relatadas na investigação deste acidente.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
50095;IG-187/CENIPA/2013 - 01;2018-09-04;2018-09-04;NULL;Atuar junto às escolas de aviação civil, a fim de que estes centros de formação de pilotos de helicópteros enfatizem em seus cursos os fatores que contribuem para a ocorrência do brownout, sobretudo durante pousos e decolagens de locais não homologados ou não registrados, e os riscos associados a esse fenômeno.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
50095;IG-187/CENIPA/2013 - 02;2018-09-04;2018-09-04;NULL;Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores de helicópteros sobre os riscos associados à ocorrência do fenômeno conhecido como brownout, sobretudo durante pousos e decolagens de locais não homologados ou não registrados.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
50097;IG-195/CENIPA/2013 - 01;2016-06-30;2016-07-14;2017-03-03;Realizar gestões junto à Gol Transportes Aéreos, no sentido de que esta reavalie o curso de CRM adotado na empresa, verificando a sua eficácia, visando realizar um aperfeiçoamento do gerenciamento de recursos de cabine.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
50097;IG-195/CENIPA/2013 - 02;2016-06-30;2016-07-14;NULL;Assegurar-se de que as informações sobre as condições do aeródromo, relacionadas a alterações que possam afetar a segurança das operações, sejam retransmitidas com tempo suficiente para que os tripulantes as utilizem devidamente.;AGUARDANDO RESPOSTA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
50238;A-223/CENIPA/2013 – 01;2016-02-29;2016-04-14;2016-07-07;Implementar dispositivo, para efeito da homologação dos cursos de ciências aeronáuticas ou similares, estabelecendo o compartilhamento de dados entre as instituições responsáveis pela realização desses cursos, as escolas de formação prática de pilotos e a ANAC, no sentido de permitir o monitoramento oportuno e adequado das condições de aeronavegabilidade das aeronaves e da qualificação do pessoal envolvido na instrução de voo;NÃO CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
50238;A-223/CENIPA/2013 – 02;2016-02-29;2016-04-14;2016-06-07;Certificar-se da adequação dos métodos de Supervisão Gerencial adotados pelo ACCE, visando à fiel observância do RBHA 141.35, notadamente, no que se refere à experiência a ser comprovada pelo Coordenador de Cursos.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
50238;A-223/CENIPA/2013 – 03;2016-02-29;2016-04-14;2016-06-07;Certificar-se da adequação dos métodos de Supervisão Gerencial adotados pelo ACCE, visando ao acompanhamento da instrução de voo realizada fora de sede, particularmente, no que se refere à restrição da presença de passageiros a bordo das aeronaves durante os voos de instrução, conforme o estabelecido no RBAC 61.237, e às atribuições do coordenador de curso, definidas pelo RBHA 141.87.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
50238;A-223/CENIPA/2013 – 04;2016-02-29;2016-04-14;2016-06-01;Certificar-se, através de meios a serem definidos pela própria ANAC, de que a oficina Nacional Manutenção de Aeronaves Ltda. utiliza a ferramenta que incorpora um “orifício mestre” calibrado de PN 646953, para efeito da aferição da taxa de compressão dos cilindros dos motores fabricados pela Teledyne Continental.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
50238;A-223/CENIPA/2013 – 05;2016-02-29;2016-04-14;2016-07-07;Certificar-se, por ocasião da fiscalização das atividades de instrução de voo realizadas pelas escolas de formação de pilotos da aviação civil, incluindo os aeroclubes, do fiel cumprimento do RBHA 141.87, que dispões sobre a Autorização Especial para Curso Fora de Sede;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
50238;A-223/CENIPA/2013 – 06;2016-02-29;2016-04-14;2016-06-08;Certificar-se, por ocasião da fiscalização das atividades de instrução de voo realizadas pelas escolas de formação de pilotos da aviação civil, incluindo os aeroclubes, do fiel cumprimento do RBHA 141.35, que dispões sobre a Qualificação do Coordenador de Cursos.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
50240;A-225/CENIPA/2013-01;2017-08-01;2017-08-01;NULL;REALIZAR GESTõES JUNTO à RURAL AVIAçãO AGRíCOLA LTDA., NO SENTIDO DE QUE SE ESTABELEçA UM CURRíCULO MíNIMO DE TREINAMENTO PARA TODOS OS ENVOLVIDOS NO TRATO COM AERONAVES. TODOS OS PROCEDIMENTOS OPERACIONAIS, DESDE O ABASTECIMENTO DE COMBUSTíVEL E PRODUTOS AGRíCOLAS, ATé O VOO PROPRIAMENTE DITO DEVEM SER CONTEMPLADOS. DESTA FORMA, HAVERá UM MELHOR CONHECIMENTO PARA O DESEMPENHO MAIS EFICIENTE E SEGURO DE SUAS TAREFAS.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
50240;A-225/CENIPA/2013-02;2017-08-01;2017-08-01;NULL;REALIZAR GESTõES JUNTO à RURAL AVIAçãO AGRíCOLA LTDA., A FIM DE VERIFICAR SUA CONFORMIDADE COM O SGSO.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
50240;A-225/CENIPA/2013-03;2017-08-01;2017-08-01;NULL;REVISAR A REGULAMENTAçãO EXISTENTE SOBRE AS OPERAçõES AEROAGRíCOLAS, A FIM DE AVALIAR A PERTINêNCIA DE INSERIR PROCEDIMENTOS ESPECíFICOS PARA O ABASTECIMENTO DAS AERONAVES COM PRODUTOS PARA APLICAçõES AGRíCOLAS (SóLIDOS E LíQUIDOS) PELOS RESPECTIVOS OPERADORES.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
50246;A-227/CENIPA/2013 - 01;2017-02-08;2017-02-16;2017-04-17;Reavaliar os procedimentos para aceitação dos serviços de recuperação de aeronaves acidentadas adotados pelas oficinas, mediante a proporção dos danos ocorridos para enquadramento nos procedimentos de grandes reparos, a fim de garantir a confiabilidade destes.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
50246;A-227/CENIPA/2013 - 02;2017-02-08;2017-02-16;2017-04-17;Atuar junto à Agroer Oficina de Manutenção de Aeronaves Agrícolas Ltda., a fim de verificar a conformidade dos procedimentos de manutenção e controle adotados por esta oficina.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
50291;A-169/CENIPA/2013 - RSV 001;2013-11-05;2013-11-06;2016-04-18;Analisar o Convênio de Delegação nº 09/2012, firmado entre a União e a Prefeitura Municipal de  Maricá,  com  o  objetivo  de  verificar  se  os deveres  e  obrigações  do Delegatário  estão  sendo    devidamente  observados,  principalmente  no  que  diz  respeito  à  segurança  das  operações  no aeródromo.;CUMPRIDA DE FORMA ALTERNATIVA;SAC;SECRETARIA DE AVIAÇÃO CIVIL
50291;A-190/CENIPA/2013 - 01;2017-05-26;2017-06-01;2017-07-14;Avaliar os procedimentos adotados na oficina de manutenção do Aeroclube do Brasil, principalmente no cumprimento das especificações contidas no MPI, com a finalidade de evitar a reincidência de erros relacionados com a aplicabilidade de diretrizes de aeronavegabilidade nas aeronaves para as quais a oficina é certificada.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
50292;A-192/CENIPA/2013 - RSV 001;2014-03-17;2015-04-14;2016-01-08;Realizar auditoria de segurança operacional na HORUS ESCOLA DE AVIAÇÃO CIVIL LTDA., com a finalidade de assegurar que o operador mantenha as condições mínimas de segurança, bem como o correto gerenciamento da instrução de voo realizada com suas aeronaves e seus instrutores.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
50314;A-191/CENIPA/2013 - 01;2018-05-10;2018-05-10;NULL;Assegurar-se da instalação de manômetro diferencial ou de outro meio que permita a leitura direta da pressão diferencial do combustível nos CTA operados pelo GRAER-BA, de acordo com o Form 1839-R20 03/13.;AGUARDANDO RESPOSTA;ANP;AGÊNCIA NACIONAL DO PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS
50314;A-191/CENIPA/2013 - 02;2018-05-10;2018-05-10;NULL;Atuar junto ao representante da Velcon no Brasil, no sentido de que o manual de instrução dos elementos monitores utilizados nos CTA que dão suporte às atividades aeronáuticas, bem como os Boletins de Serviço relacionados, sejam devidamente impressos e divulgados na língua portuguesa.;AGUARDANDO RESPOSTA;ANP;AGÊNCIA NACIONAL DO PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS
50314;A-191/CENIPA/2013 - 03;2018-05-10;2018-05-10;NULL;Assegurar-se da adequação dos métodos utilizados pelo GRAER-BA, para efeito do monitoramento do combustível utilizado nas aeronaves proveniente dos seus CTA.;AGUARDANDO RESPOSTA;ANP;AGÊNCIA NACIONAL DO PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS
50314;A-191/CENIPA/2013 - 04;2018-05-10;2018-05-10;NULL;Assegurar-se de que os operadores dos CTA do GRAER-BA foram orientados e treinados quanto ao fiel cumprimento do estabelecido no Form 1839-R20 03/13, da Velcon, notadamente no que se refere ao monitoramento da curva de substituição de elementos monitores por redução de vazão.;***;ANP;AGÊNCIA NACIONAL DO PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS
50314;A-191/CENIPA/2013 - 05;2018-05-10;2018-05-10;NULL;Instruir o GRAER-BA, no sentido de que sejam instaladas placas de aviso em local visível dos CTA, com base na Nota 1 do item 5.7 da ABNT NBR15216, alertando os seus operadores quanto à restrição ao uso de combustível aditivado.;AGUARDANDO RESPOSTA;ANP;AGÊNCIA NACIONAL DO PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS
50314;A-191/CENIPA/2013 - 06;2018-05-10;2018-05-10;NULL;Assegurar-se de que a operação dos caminhões tanques abastecedores (CTA) ocorra em consonância com as instruções contidas nos manuais de instrução dos elementos monitores de combustível que os equipa, notadamente, no se refere ao monitoramento da pressão diferencial de combustível aplicada aos filtros monitores desses veículos.;***;ANP;AGÊNCIA NACIONAL DO PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS
50314;A-191/CENIPA/2013 - 07;2018-05-10;2018-05-10;NULL;Assegurar-se de que a construção e a operação dos CTA atendam às instruções contidas na ABNT NBR 13310, notadamente, no que se refere à instalação do manômetro de pressão diferencial ou de outro meio que permita a leitura direta desse parâmetro.;***;ANP;AGÊNCIA NACIONAL DO PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS
50320;A-193/CENIPA/2013 - 01;2018-06-25;2018-06-25;NULL;CERTIFICAR-SE DA ADEQUAçãO DOS MECANISMOS DE SUPERVISãO GERENCIAL ADOTADOS PELO OPERADOR DA AERONAVE, VISANDO à MELHOR DEFINIçãO DE RESPONSABILIDADE E DE AUTONOMIA DA SUA GERêNCIA DE OPERAçõES, DE MODO A EVITAR O USO DE PRáTICAS NãO RECOMENDADAS, COMO A COMPOSIçãO DAS TRIPULAçõES DOS HELICóPTEROS POR PILOTOS SEM A DEVIDA QUALIFICAçãO.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
50320;A-193/CENIPA/2013 - 02;2018-06-25;2018-06-25;NULL;CERTIFICAR-SE DA ADOçãO DOS MECANISMOS DE SUPERVISãO GERENCIAL PELO OPERADOR DA AERONAVE, BUSCANDO PERMITIR QUE A REALIZAçãO DOS VOOS DE INSTRUçãO EM SUAS AERONAVES OCORRA SOMENTE QUANDO FOREM SATISFEITAS AS NORMAS ESTABELECIDAS E DE MANEIRA OPORTUNAMENTE CONHECIDA PELOS SEUS GESTORES.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
50320;A-193/CENIPA/2013 - 03;2018-06-25;2018-06-25;NULL;ASSEGURAR-SE DA ADEQUAçãO DOS MECANISMOS DE SUPERVISãO GERENCIAL ADOTADOS PELO OPERADOR DA AERONAVE, VISANDO à PADRONIZAçãO DA OPERAçãO DE SEUS HELICóPTEROS MODELO AS 350 B2, NOTADAMENTE, QUANTO à REALIZAçãO DO TESTE DO SISTEMA HIDRáULICO ANTES DE CADA DECOLAGEM, EM CONFORMIDADE COM O PREVISTO NO CHECKLIST E NO FLIGHT MANUAL DAS AERONAVES.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
50320;A-193/CENIPA/2013 - 04;2018-06-25;2018-06-25;NULL;ASSEGURAR-SE DA IMPLEMENTAçãO DE UM SGSO PELO OPERADOR DA AERONAVE, EM CONFORMIDADE COM O QUE DISPõE A RESOLUçãO Nº 106 DA ANAC, DE 30 DE JUNHO DE 2009.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
50331;A-200/CENIPA/2013 – 001;2015-07-21;2015-08-21;2015-10-20;Divulgar em palestras, reuniões e simpósios, os ensinamentos contidos no presente relatório, a fim de aumentar a consciência situacional de pilotos e operadores agrícolas, com relação aos fatores contribuintes deste acidente.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
50333;A-205/CENIPA/2013 - 01;2016-03-18;2016-04-14;2016-07-07;Acompanhar os casos de panes em motores Lycoming O-235-L2C de modo a verificar a possibilidade de falhas no programa de manutenção estabelecido pelo fabricante.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
50337;A-207/CENIPA/2013 – 01;2016-04-22;2016-05-17;2016-09-29;Incluir no currículo dos cursos de piloto privado e comercial de helicóptero a obrigatoriedade de aulas teóricas sobre os fenômenos de low-G e mast bumping.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
50337;A-207/CENIPA/2013 – 02;2016-04-22;2016-05-17;2016-09-29;Avaliar a aplicabilidade e a viabilidade de realização dos treinamentos descritos no SFAR 73 no Brasil.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
50342;A-213/CENIPA/2013 - 01;2016-11-11;2016-12-14;NULL;Realizar gestões, junto a Heringer Táxi-Aéreo Ltda., de maneira a garantir que esta só utilize aeronaves constantes de suas Especificações Operativas na execução de contratos de transporte aéreo.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
50342;A-213/CENIPA/2013 - 02;2016-11-11;2016-12-14;NULL;Realizar gestões, junto a Heringer Táxi-Aéreo Ltda., de maneira a garantir que esta só utilize pilotos que estejam com os treinamentos requeridos pelo Programa de treinamento Operacional e habilitações em dia, na execução de contratos de transporte aéreo.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
50342;A-213/CENIPA/2013 - 03;2016-11-11;2016-12-14;NULL;Realizar gestões, junto a Heringer Táxi-Aéreo Ltda., de maneira a garantir que esta só utilize pistas homologadas ou registradas, na execução de contratos de transporte aéreo.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
50342;A-213/CENIPA/2013 - 04;2016-11-11;2016-12-14;NULL;Verificar se os contratos de transporte aéreo celebrados entre empresas de transporte aéreo e órgãos governamentais (IBAMA, FUNAI, ANS, prefeituras, etc.), estão sendo cumpridos de acordo com o que prevê a legislação aeronáutica aplicável.;NÃO CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
50343;A-181/CENIPA/2013 - 01;2021-08-19;2021-08-26;2021-09-16;Divulgar os ensinamentos colhidos na presente investigação aos Centros de Instrução de Aviação Civil, com a finalidade de alertar os instrutores e alunos sobre a importância do treinamento e da adequada análise das condições meteorológicas e dos conhecimentos adquiridos no curso específico de cada aeronave.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
50344;A-216/CENIPA/2013 - RSV 001;2014-04-23;2014-06-16;2014-11-27;Divulgar o conteúdo do presente relatório durante a realização de seminários, palestras e atividades afins voltadas aos proprietários, operadores e exploradores de aeronaves regulados pelo RBHA 91.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
